document,true_category
"Neither Sofia Coppola nor Marc Jacobs were convinced a documentary was a good idea. Jacobs wasn't sure he wanted to be the subject of one and Coppola wasn't sure she wanted the pressure of being the person behind the camera. This was her friend of over 30 years, after all. What if the film wasn't good? Yet the idea, which they credit to producers R.J. and Jane Cha Cutler, started to take hold. Coppola has always been interested in fashion and the creative process. Jacobs knew that if anyone could make him feel less self-conscious, it would be her. And they decided to jump into the unknown. At least it would be together. ""There was no off limits,"" Jacobs said in an interview, alongside Coppola, with The Associated Press before the Venice Film Festival in September. ""It was just like come as you are and you get what you get and that's the way it's going to be.""",Entertainment
"""Marc, by Sofia,"" which opens in theaters Friday, is an evocative, and very Coppola, collage of Jacobs' influences, his biography and his team at work putting together a ready-to-wear collection. ""I've never done anything like this where there isn't a plan or a script,"" Coppola said. ""What I was trying to do is show his creative process around this one collection and then interweave inspiration and references and artists who collaborated with him to have this full portrait."" It was a very lo-fi production, they said. Sometimes it would just be Coppola coming into the office with her own handheld camera. Sometimes her brother Roman Coppola would come to help. Coppola had never done a feature length documentary before and found the process exciting, though she said it's not signaling a new phase or director for her as a filmmaker.",Entertainment
"She also got to see some of the behind the scenes things she's rarely privy to, including being backstage at a runway show. ""I had total freedom, which was great. I was just filming what interested me,"" she said. ""It was really the same as like taking snapshots, which wasn't unfamiliar to me."" The two met in the early 1990s in New York, when Coppola asked her mother if she could go see the Perry Ellis show that Jacobs was working on. They quickly hit it off, bonding over shared loves of art, music, fashion and movies, and have collaborated many times, on handbags, dresses, commercials and more. Jacobs has visited her film sets and even provided clothes for some of her characters, including some of the coats Scarlett Johansson wore in ""Lost in Translation.""",Entertainment
"While Coppola wanted to acknowledge their friendship, even making a little cameo in her film, she also didn't want it to be about her or even them, necessarily. The focus would remain on Jacobs. ""I didn't want it to be too much about me,"" Coppola said. ""But I wanted it to feel that it's personal and made by me and that I'm part of it and in that way it's not just a generic interview or portrait."" Showing Marc Jacobs' influences",Entertainment
"In addition to the behind the scenes of designing the Spring 2024 ready-to-wear collection, ""Marc by Sofia"" is full of film and art references, with clips from ""Hello, Dolly!"" ""All that Jazz,"" ""Sweet Charity"" and many more of Jacobs' most beloved films. He was particularly blown away that she was able to get the rights to use the clips. ""It made me feel very special. And I couldn't imagine all those things coming through for just anyone,"" Jacobs said. ""I felt like it was OK because it was for Sofia. That may not be the truth, but that's the way I like to think of it."" It also includes some biography, big career moments, and some rare glimpses of Jacobs' grandmother, an influential figure in his life who he lived with as a teen in New York and who instilled in him the importance of caring for beautiful clothes. After the runway show, Coppola and her brother visit Jacobs at his home where, in his silk pajamas, he discusses his comedown. He likes to borrow a phrase coined by his friend, filmmaker Lana Wachowski, to describe the feeling: Post-art-um.",Entertainment
"""I just sort of just felt like it could have been any conversation,"" Jacobs said. ""Nothing felt like director and subject. It just felt completely easy."" Still, Jacobs was nervous the first time she screened it for him. He worried about what he was going to look like, and sound like, and what it was going to be. ""In very typical me fashion, when it was over I said I don't hate myself after seeing it,"" Jacobs laughed. ""I just thought it all felt natural. I wasn't pretending. There was just nothing synthetic or false or anything. So whether people like it or not, I know that I just felt good about me being me and Sofia, you know, sort of seeing that her way.""",Entertainment
"A new documentary film titled The Everest Dream, based on the inspiring journey of traumatic brain injury survivors from Scotland to Mount Everest Base Camp, is set to premiere at the Nepal International Film Festival (NIFF) in Kathmandu on April 5. Directed by Nepali filmmaker and journalist Ganesh Pandey, the documentary was produced after nearly one and a half years of work. The film narrates the extraordinary story of individuals who, after suffering severe brain injuries in accidents, chose to pursue an ambitious dream of trekking to Everest Base Camp. Despite medical warnings that they might struggle to walk, speak or return to a normal life, the group travelled to Nepal with the determination to reach the base of the world's highest peak, Mount Everest.",Entertainment
"The documentary follows their journey from Scotland to Kathmandu and onward through the Khumbu region toward Everest Base Camp, capturing both the physical challenges and emotional moments along the way. During the trek, the group faced difficulties such as high altitude, fatigue and health complications. At one point, a team member became separated from the group, while another had to stop the journey due to health issues before reaching the base camp. According to director Pandey, the film aims to deliver a powerful message that life can still hold new dreams even after a traumatic brain injury. Led by James Lamb of the The Little Sherpa Foundation, five brain injury survivors along with family members-seven people in total-successfully reached Everest Base Camp. Pandey himself also encountered difficulties during filming. As the team neared Everest Base Camp, he suffered from oxygen deficiency and had to return by helicopter.",Entertainment
"Following its premiere at NIFF, the documentary is expected to be screened at various international film festivals around the world, Pandey said. Pandey's previous documentaries have also received international recognition. His earthquake-themed documentary Bhagyale Banchekaharu (Lucky Survivors) won more than 17 international awards and was screened in over 32 countries. Another documentary, Co-Husband, which explores the polyandry tradition, has also won more than a dozen awards and been screened at over 40 film festivals worldwide. The film's production team includes associate producer Sharada Gaire, cinematographers Suresh Shrestha and Niraj Panthi, editor Ishwor Koirala, musicians Jugal Dangol and Sandeep Sardar, and narrator Kaushal Ghimire.",Entertainment
Pandey expressed gratitude to the entire production team and also thanked James Lamb and The Little Sherpa Foundation for inspiring the project. He noted that his collaboration with the foundation previously provided him an opportunity to screen Bhagyale Banchekaharu at the Parliament of the United Kingdom in 2017.,Entertainment
Reform UK leader’s re-election restarts inquiry into £5m gift from cyrpto-billionaire Watchdog resumes investigation into Farage over financial gifts Analysis: Futile Clacton byelection has done Farage no favour,Politics
"The website of Parliament’s standards commissioner has updated to confirm that the investigation into Nigel Farage over accusations that he failed to declare gifts and donations has resumed. The website had previously stated that the process had been suspended from 8 July, when Farage resigned to stand for reelection in Clacton. The Guardian’s Peter Walker has more.",Politics
"Columnist Owen Jones writes that the fact that parody candidate Count Binface won more than a quarter of the vote “is a warning in itself” for what lies ahead for Nigel Farage: double quotation markYes, this ‘independent space warrior’ secured plenty of media attention, but he had precious little ground game – that is, an army of volunteers to get out the vote. Many voters I spoke to hadn’t even heard of him. It seems plausible that some of those who made Count Binface the most successful joke candidate in history had previously voted not just Labour, Lib Dem or Green, but Conservative too. Farage refused to attend the official declaration of this election he chose to call. That suggests not just petulance and contempt for his own voters, but the insecurities of a jittery man. He claims Essex police had told him about an “organised campaign to disrupt and degrade the result”, but the local force said there had been no “incidents or issues” related to the byelection and that attendance was up to candidates. And did Farage not claim that his £5m personal gift was needed to pay for his security?",Politics
"The explanation is probably more mundane. Being mocked on stage by a man in a bin does not exactly provide the optics of a heroic struggle against the establishment. Luke Tryl, the UK Director of the research agency More in Common, said a big takeaway from the byelection is that Reform should think about “how to detoxify their brand”. “The result is a tale of two numbers,” Tryl said. “Farage’s raw vote total of 22,000, above his 2024 vote, in an August, semi-uncontested by-election, is impressive, suggesting no diminution of enthusiasm among his supporters, and some new converts,” Tryl said in a statement. “But his 63%vote share is at the lower end of expectations, a reminder that his opponents are highly motivated to turn out too, whoever the main challenger is, giving Binface nearly 10,000 votes.”",Politics
"He continued: “That doesn’t matter in Clacton, which had the highest combined ‘right’ vote in the country in 2024. But in swing seats, where the opposition unites, and the Tories refuse to be squeezed, the ‘anti-Farage’ vote becomes a real problem. We saw anti-Reform tactical voting and turnout play out in Makerfield and in Gorton and Denton.” Tryl said he heard from “both sides” in his Clacton focus groups. “Voters who enthusiastically backed Farage and saw the finance row as an establishment stitch-up, or ‘no worse than what other politicians do’, but also many on the right, including former Conservative voters, angered by what they saw as an unnecessary by-election and willing to vote, or sit the contest out, in order to send Farage a message,” Tryl said.",Politics
"He continued: “That intensity mattered less under Starmer, when the left were more divided. But if Andy Burnham manages to unite the left and lead Labour into the next general election, there will be a greater premium on Reform thinking about how to detoxify their brand, both to win back their wavering voters, and to reassure the wider public to avoid mobilising the anti-Farage vote.” Dawn had long broken in the Essex town of Clacton-on-Sea when the results for the byelection came in. After a gruelling count, an atmosphere of deep exhaustion had settled over the room. Even the man with a dustbin on his head looked weary. As it was declared that Nigel Farage had, as expected, won, there was no cheering in the room, which had been boycotted by the Reform UK leader and his supporters; instead there was only an overwhelming sense of futility.",Politics
"Nigel Farage has defeated Count Binface to win the Clacton byelection, in a contest boycotted by every other major political party. The Reform UK leader received 22,239 votes (63.34%), while Count Binface received 9,455 (26.93%). Farage was absent from the vote count held at Clacton leisure centre, saying he would not be ‘demeaned and humiliated by nobodies’ Here’s a breakdown of yesterday’s byelection results, courtesy of The Guardian’s graphics team:",Politics
"Neal Lawson, director of cross-party campaign group Compass, said on Friday that “ a precedent has been set not to stand in every constituency” with the Clacton byelection: double quotation markFarage’s inevitable win is less of an endorsement of him and more an indictment of the parties whose job it is to challenge him. “The people of Clacton aren’t pawns to be played with. They’re 50,000 of an electorate that has had its views skewed and its votes taken for granted time and time again.",Politics
"But a precedent has been set not to stand in every constituency. They’ve done it once, they can do it again. This time they stood aside to let Reform win - next time they should stand aside to beat them. The website of Parliament’s standards commissioner has updated to confirm that the investigation into Nigel Farage over accusations that he failed to declare gifts and donations has resumed. The website had previously stated that the process had been suspended from 8 July, when Farage resigned to stand for reelection in Clacton.",Politics
"The Guardian’s Peter Walker has more. Jordan Bardella, president of France’s far-right National Rally, congratulated Nigel Farage for his “triumphant reelection” in Clacton. ""Nigel Farage had the courage and dignity to submit himself once again to the judgment of the voters, the sole masters in a democracy,” Bardella posted on X. “His triumphant reelection, despite the machinations of the establishment parties, proves that nothing can stop common sense: the British know that @Nigel_Farage is a fervent patriot who will do everything to set his country right.”",Politics
"Nigel Farage should now “answer serious outstanding questions about why he hid his £5m from the public,” the Tories said this morning. A Conservative party spokesperson said: double quotation markThis byelection was a farce started by Nigel Farage to try and dodge scrutiny of his fishy £5m personal donation.",Politics
"Without any serious opponent in this pointless byelection, Farage has barely increased his overall vote total, secured fewer votes than the Conservative Giles Watling did in 2019, and had to invent absurd reasons to avoid being humiliated at his own vote count. All Farage can brag about this morning is beating a bloke with a bin on his head. What he should do is answer the serious outstanding questions about why he hid his £5m from the public. Lee Anderson said Reform UK will “of course” cooperate with a parliamentary investigation into a £5m gift received by Nigel Farage.",Politics
"The Reform MP said that “as far as I’m concerned, and Reform UK are concerned, that the slate is wiped clean now in Clacton”. Asked whether they would cooperate with a probe by parliament’s standards watchdog, which is expected to resume as Farage returns to the Commons, he told BBC Radio 4’s Today programme: “Of course we will. We’ll always cooperate with any procedure within parliament. That’s what we do. “It’s not always a two-way thing in parliament. We’ve tried many, many times in parliament to be part of the democratic system. We’ve tried to get on select committees … the powers that be won’t allow us to do that.",Politics
"“So you know, I know we’re only a small party, but we are a massive part of democracy in this country. We won’t shut up from the backbenches. We’ll carry on defending the rights of people in this country.” John Curtice added that “the electoral world has changed in important ways since Nigel Farage precipitated the byelection”. The professor of politics at the University of Strathclyde said:",Politics
"double quotation markIn the immediate wake of the decision to call this byelection back on 7 July, support for Reform did noticeably fall in the national polls, from around just under 27% to about 24%, which is where it still is this morning. Curtice told BBC Radio 4’s Today Programme: double quotation markThe political world, the electoral world, has changed in important ways since Nigel Farage precipitated the byelection.",Politics
"Primarily, of course, because of the replacement of Keir Starmer by Andy Burnham. Labour have enjoyed a so-called Burnham bounce. “Labour are currently narrowly ahead of Reform in the polls and, meanwhile, the Conservatives now find themselves four points adrift. He said that Farage faces “quite a substantial political challenge” in trying to get Reform support back up so that it is “back in the lead in the polls, and that there is still clear blue water between Reform and the Conservatives”.",Politics
"John Curtice said voters turned out in “numbers that are quite healthy by the standards of modern byelections” in Clacton. The professor of politics at the University of Strathclyde said Nigel Farage did not do as well as David Davis, who won 72% of the vote in 2008, “in the one byelection that is most similar to this one”. Curtice told BBC Radio 4’s Today Programme:",Politics
"double quotation markThe argument that was being used by Farage’s opponents is this was a stunt; it was a farce, as exemplified by the fact that Count Binface was seemingly his own serious candidate. Reform will now be able to point out not only as a result of the high turnout, the number of votes that they’ve got, but that also that evidently at 44%, the turnout is 10 points above what happened in David Davis’s byelection. It’s not much below what it was in either Runcorn or Gorton and Denton in the byelections there, and it was actually higher than the two parliamentary byelections in Scotland recently.",Politics
"Therefore, I think they will be able to argue that, for the voters at least, it is not obvious that they regarded this as a stunt or a farce. They did turn out in numbers that are quite healthy by the standards of modern byelections. It’s “vital” that the parliamentary standards investigation into Nigel Farage’s £5m gift “resumes at pace”, says campaign group Best for Britain.",Politics
"Commenting on Farage’s re-election in Clacton, Naomi Smith, chief executive of the group which campaigns to keep the radical right out of power, said: double quotation markFarage’s re-election is ultimately a net loss for the people of Clacton who are left with an MP who doesn’t care about their interests and holds a fundamental contempt for political transparency – while facing multiple financial sleaze allegations and inquiries. It’s vital the parliamentary standards investigation into the £5m gift he accepted from a crypto billionaire now resumes at pace. No one must be beyond scrutiny, least of all those elected to serve the public, and voters rightly do not accept that an MP can escape consequences for behaviour which could see most UK workers hauled over the coals.",Politics
"Bridget Phillipson said there was “no hiding place now” for Nigel Farage after the Clacton byelection concluded and he must “answer to the public”. The Labour chair told Sky News: double quotation markNigel Farage can set out to the public exactly what’s been going on in recent weeks and months, all of the sleaze and the scandal that Reform has been engulfed in, whether it’s the £5m dodgy gift or his connections to a convicted fraudster, these are just piling up.",Politics
"There’s no hiding place now and Nigel Farage needs to answer to the public as to exactly what’s going on. And this distraction byelection, that’s out of the way now, so we can get on with it. She added that police were “used to dealing with high-profile situations” but it was “hard to know” what had happened that meant Farage did not attend the count. Asked about Reform UK’s contested claim that police had advised him not to go, she told Sky News:",Politics
"double quotation markWell, of course, the safety of politicians is of the utmost importance and no one should face threats or intimidation because of who they are and the job that they’re seeking to do. I don’t know exactly what’s gone on here, but like you, I’ve heard what the police have had to say, that they’ve pushed back a bit on that suggestion, and I know that Nigel Farage is facing some criticism, even from within his own ranks, that he’s not, wasn’t, prepared to be at the count. And, you know, those who are responsible for running counts and the police oversight of that, they’re used to dealing with high-profile situations. But, you know, I think people will come to their own conclusions.",Politics
"It’s hard to know. Nigel Farage has given one version of events and we’ve heard something a bit different from the police responsible. Lee Anderson said he had not spoken to Nigel Farage about the claim he had been advised not to attend the Clacton byelection count. Asked about the claim that Essex police had advised him not to attend, which the Press Association understands is not the case, the Reform UK MP said “sometimes some of these police forces that we’ve been dealing with recently are about as honest as you lot at the BBC”.",Politics
"double quotation markI’ve not spoken to Nigel about this. I’ve not spoken to Essex police. If Nigel gets up on stage and says that he’s been advised not to attend the event, then I believe Nigel above the police, and especially above you lot at the BBC. Essex police said there were no “incidents or issues” regarding the Clacton byelection on Thursday or overnight, and the decision of whether candidates attend the election count is “for individuals and their security teams”.",Politics
"Nigel Farage said he would not attend the official declaration of the result at Clacton Leisure Centre as Essex police had told him about an “organised campaign to disrupt and degrade the result”. A Reform UK spokesperson later said: “Essex police advised Nigel not to attend the count tonight due to a credible threat against him.” However, a spokesperson for the force said:",Politics
"double quotation markWe have a full and robust policing operation in place around the Clacton byelection, as we do with all significant elections in our county. Throughout polling day our officers were visible right across Clacton and the Tendring district. We visited all 51 polling stations, our officers were out and visible on foot, in vehicles and our drone team patrolled by air. Our aim was to ensure the people of Clacton were able to go about their daily business, that people were able to cast their vote safely and that the count took place without issue.",Politics
"double quotation markWe are pleased to say all of these things happened and there were no incidents or issues throughout yesterday and into the early hours of this morning. We worked closely with Tendring District Council and their security teams throughout. We take the safety and security of our elected officials extremely seriously and, equally, we take our policing responsibilities around the democratic process seriously too. The decision of candidates to attend or not attend the election count is a decision for individuals and their security teams, our role is to make sure our policing operation is sufficiently robust to ensure the safety of all, and we are grateful to all of our officers, staff and the staff at Tendring District Council who worked through the night to ensure the safety of all. Richard Tice said Nigel Farage’s “team” judged there was “sufficient anxiety, concern and threats” amid the Clacton byelection.",Politics
"Reform UK said overnight that police had told him not to attend the count due to a “credible threat” against him, which the Press Association understands is not the case. Asked about the claim on GB News, deputy leader Tice said: Well, as you can imagine, given everything that’s gone on in recent days and weeks, security is very paramount to all of us at Reform.",Politics
"double quotation markUltimately, it was judged by Nigel’s team that there was sufficient anxiety, and concern, and threats, that meant that while of course he would love to have been at the count, ultimately his security counts for more than anything else, and I don’t think anybody, frankly, should in any way question his … team’s judgment on that. Asked whether he could say anything more about information the party claims to have received that meant Farage did not want to be on stage, he said: double quotation markNo, I can’t. But I think we should just trust those tasked with keeping Nigel safe and alive, I hesitate to say, but that’s what the task is.",Politics
"And if a credible threat is perceived or a deep anxiety, whatever you want to term it, clearly they’re going to err on the side of caution, and that’s just the reality. So, yes, of course, it’s a shame he would have loved to have been there, but security is paramount, and everybody knows we’ve had a very, very difficult few weeks and last couple of months. Labour said the Clacton byelection was “no victory for Nigel Farage” and “shows he likely has so much to hide”.",Politics
"Party chair Bridget Phillipson said: double quotation markLet’s be clear: this is no victory for Nigel Farage. The mountain of sleaze and scandal he and Reform are now engulfed in has grown and grown while he’s been trying to distract the public by fighting a byelection against a bin. This morning, Nigel Farage shouldn’t be celebrating – he should wake up and smell the coffee. He must come clean with the public and put all the facts on the table over his secret £5m gift, his relationship with a convicted fraudster, and the other scandals his party is drowning in.",Politics
Farage’s distraction byelection doesn’t clear his name – it just shows he likely has so much more to hide.,Politics
Reform UK leader’s return to Clacton restarts inquiry into £5m gift from crypto-billionaire and support from fraudster UK politics live – latest updates The suspended parliamentary standards investigation into Nigel Farage over accusations he failed to declare gifts and donations has resumed after the Reform UK leader’s re-election as the MP for Clacton.,Politics
"The twofold investigation by Daniel Greenberg, the parliamentary commissioner for standards, was paused after Farage resigned from his seat and called a byelection in protest at what he said was unfair scrutiny of his finances. Now the investigation had restarted, according to the commissioner’s website, which said previously that the process had been suspended from 8 July, when the MP resigned. Farage said he wanted voters in Clacton to decide if he was fit to be an MP. However, all the main parties declined to stand, leaving him taking on dozens of novelty and fringe candidates, most prominent among them Count Binface.",Politics
"Greenberg is looking into whether Farage should have declared a £5m gift from the Thailand-based businessman Christopher Harborne, given to him before the last election. Farage has always said he was not in politics at the time the gift was made. The inquiry was later widened to look at whether he should have declared support from his friend, the fraudster George Cottrell, who let Farage use one of his London homes and also paid for some social media filming in 2024. If Farage is found to have broken parliamentary rules and is suspended from the Commons for at least 10 sitting days he could face a recall petition, where a byelection is called if at least 10% of local voters demand it.",Politics
"According to one report, Farage called his own byelection after his team advised that leaving parliament would end the investigation. In fact it only pauses such processes, which resume if the person is re-elected. Farage has said the investigation was “being used as a political tool”. One Reform MP, Sarah Pochin, called the process a “kangaroo court”. Labour said on Friday that the resumption of the investigation showed Farage could not outrun questions about his finances, with at least 10 questions still outstanding, including whether Harborne had given money to any other Reform-linked figures.",Politics
"Bridget Phillipson, the Labour chair, said: “He forced a byelection he didn’t need to have. He stood again. He spent most of the summer chasing a bin around Clacton. “And now he’s going to come back to parliament and have to answer some very serious questions, questions he’s been seeking to dodge, distracting and deflecting from the £5m … gift, his connections to a convicted fraudster. You know, the scandal just keeps piling up. And now he’s through that byelection, there’s no hiding place.” A Conservative party spokesperson said the byelection was a “farce started by Nigel Farage to try and dodge scrutiny of his fishy £5m personal donation”.",Politics
"“All Farage can brag about this morning is beating a bloke with a bin on his head. What he should do is answer the serious outstanding questions about why he hid his £5m from the public,” the spokesperson said. However, Farage said the result showed he had “stuck up two fingers to the entire political establishment”.",Politics
"Reform UK leader fails to appear for result, despite beating nearest challenger, Count Binface, and 32 other candidates Clacton byelection – UK politics live Nigel Farage has seen off Count Binface to win the Clacton byelection in a contest boycotted by every other major political party.",Politics
"The Reform UK leader in July triggered the byelection in an attempt to shake off a deepening scandal over a £5m gift he received from the cryptocurrency billionaire Christopher Harborne. After a campaign in which a record-breaking 34 candidates vied for the coastal seat, Farage held on to Clacton, with 22,239 votes (63.34%). Farage increased his general election vote by just over 1,000 ballots, despite a lower turnout but without any competition from the major parties. His nearest competitor, Count Binface, a parody candidate dressed as an intergalactic rubbish bin, won 9,455 votes (26.93%). The turnout was 44%. The result was not as seismic for Farage as some polls had predicted.",Politics
"A poll from Survation on Monday put Farage on 75% of the vote, with Binface on 20%. Farage declared himself the winner while the votes were still being counted. Despite winning, Farage did not appear at the count for a victory lap, and claimed that Essex police had advised him that a plot was under way to embarrass him when the result was declared. The Guardian understands that the force did not advise Farage not to attend. Lee Anderson said he had not spoken with Farage about his claim, with conflicting accounts emerging. The Reform MP for Ashfield told BBC Breakfast: “Sometimes some of these police forces that we’ve been dealing with recently are about as honest as you lot at the BBC.” On the night, the contest was resolutely low energy, with hardly any Reform supporters in the room. When Farage was announced as the winner, his supporters were nowhere to be seen or heard in the counting hall. The result came after a gruelling count in which tellers had to grapple with a 90cm-long ballot paper – the longest in British political history – to tally tens of thousands of votes past sunrise.",Politics
"Aside from Farage, who snubbed the count, the remaining 33 candidates lined up – nearly filling the width of the room – when the results were announced. The announcement of Count Binface’s 9,000-plus votes was greeted with moderate cheers and claps in the hall. Speaking to reporters after the declaration, Count Binface addressed Farage’s claims. “I asked Essex police if there was any credible threat of disruption here and I can tell you they said unequivocally no, it was safe to go ahead,” he said. He also referenced the prospect of a re-run of the Clacton byelection should the parliamentary standards commission find against Farage. He said: “Let’s all meet for part 2 of the Clacton byelection, coming soon to a leisure centre near you.”",Politics
"The victory will do little to stem mounting questions around Farage’s and Reform’s financial affairs. A formal investigation by the parliamentary standards watchdog into the £5m gift is due to restart as soon as Friday. Farage snubbed Clacton leisure centre, where the count was being held, for Farage Fest, a carnival-like event held in the rural fringes of the constituency, which the Guardian attempted to join. Our morning email breaks down the key stories of the day, telling you what’s happening and why it matters",Politics
"After a 25-minute or so drive from the count, at an airbase far away from the heart of Clacton-on-Sea, a lone guard sat in complete darkness beside a sign that read Farage Fest. After getting through this initial security checkpoint and parking up, there was a trudge through a dark country lane. Soon, the festival came into full view, with a lit-up ferris wheel, tents and Farage himself at about 3.30am, visible through a gated fence. But after reaching the entrance, undercover security guards intervened and said it was a ticketed event. They asked the Guardian to leave and trailed behind while leaving the premises.",Politics
"At the count, there was a heavy security presence, with bag checks and metal detectors at the entrance of the leisure centre. Responding to Farage’s claim that there was an “organised campaign” to disrupt the count, the chief executive of Tendring district council, Ian Davidson, said he would not comment on security matters but there was a “robust policing operation” in place. Since the contest was called, questions have also been asked about Farage’s links to the convicted fraudster George Cottrell, and the Metropolitan police opened an investigation into donations made to the party. Shortly after Farage called the byelection, which he claimed would be “the people versus the establishment”, every other main party boycotted the contest, calling it a “media circus” and a “vanity project”.Count Binface, the self-declared “entirely independent space warrior” created by the comedian Jon Harvey, emerged as Farage’s strongest challenger.",Politics
"Bridget Phillipson, the minister for women and equalities, told Sky News after the result that there was “no hiding place now” for Farage and he must “answer to the public”. After standing in multiple British parliamentary elections since 1994, Farage was elected to the Commons as the member for Clacton in 2024. He won the seat with a majority of 8,400, taking 46.2% of the vote. The Conservatives came second and Labour third.",Politics
"The Reform UK leader forced a vote that failed to make financial questions disappear, only the man himself Clacton byelection – UK politics live Dawn had long broken in the Essex town of Clacton-on-Sea when the results for the byelection came in. After a gruelling count, an atmosphere of deep exhaustion had settled over the room. Even the man with a dustbin on his head looked weary.",Politics
"As it was declared that Nigel Farage had, as expected, won, there was no cheering in the room, which had been boycotted by the Reform UK leader and his supporters; instead there was only an overwhelming sense of futility. Farage forced the byelection at the start of July in an attempt take control of a narrative tide that had turned against him. After the Guardian revealed he had received a £5m personal gift from Christopher Harborne, a Thailand-based crypto billionaire, in April 2024 he had been dogged by questions about his financial backing. Other revelations followed and questions mounted. The parliamentary standards watchdog announced it was opening a formal investigation into gifts received by Farage, and the long, regular press conferences headed by the Reform UK leader abruptly stopped. When he did a very limited number of interviews, the normally performatively affable politician was testy and defensive.",Politics
"He resigned as the MP for the Clacton constituency at the start of July, saying the “people of Clacton should be the judges of my actions”, and billing the fight as “a people versus the establishment byelection”. The establishment, however, chose not to play. All of the major parties declined to field candidates and take part in what they called a “media circus” and “vanity project”. Instead, Count Binface, the self-declared “entirely independent space warrior” created by the comedian Jon Harvey, stepped into the void. It felt, at times, less like an election campaign and more of a showcase for British humour, the ultimate distillation of the concept of a summer “silly season” of news. And while the people of Clacton did back Farage again, this was no overwhelming victory. The Reform UK leader won 22,239 votes, 63.34% of the vote on a 44.37% turnout. Convincing, yes, but significantly short of the 72% won by David Davis in 2008 when he resigned his seat and stood again as a protest over the issue of civil liberties.",Politics
"With no other mainstream options, the parody candidate Count Binface, Farage’s nearest competitor, attracted 9,455 votes, 26.93% of the total. In his “victory speech” posted on X, he noted that this was a 10,000% increase on the 95 votes he managed against Andy Burnham in the Makerfield byelection. “A new dawn has broken, has it not?” he wrote, echoing Tony Blair’s 1997 victory speech. “Literally, because it’s past 6.30 in the morning here in Clacton-on-Sea.” In the end, Farage was not there for the count. Overnight, Reform UK said police had told him not to attend because of a “credible threat” against him, although Essex police contradicted this claim. Labour said the result was “no victory” for Farage, with the party’s chair, Bridget Phillipson, saying “the mountain of sleaze and scandal he and Reform are now engulfed in has grown and grown while he’s been trying to distract the public by fighting a byelection against a bin”. The Liberal Democrats said Farage had come away from the byelection “looking daft”. Farage himself was atypically restrained, writing on X: “The result in Clacton speaks for itself.”",Politics
"Our morning email breaks down the key stories of the day, telling you what’s happening and why it matters This election reportedly cost Reform UK about £10,000. It cost the taxpayer around £250,000, after the government said it would be illegal for Reform UK to cover the costs, as the party had offered. But it also cost Farage time and energy. Last summer he dominated the news agenda with a series of press conferences and public appearances. This year he held his first press briefing since May on 3 August, and another a week later. Meanwhile, the Labour leader and prime minister, Andy Burnham, has – unlike his predecessor – refused to cede the battlefield, taking off on a summer tour of his own with a flurry of announcements about “everyday fixes”.",Politics
"Farage has instead used his social media channels to post videos of his most loyal supporters. He may soon have to call on them again. The parliamentary standards inquiry, which will also look into allegations that Farage was financially supported by the crypto gambler and convicted fraudster George Cottrell, was paused when Farage forced the byelection, but it resumed on Friday morning. If parliament imposes sanctions for failing to declare the gifts, he may be suspended from the House of Commons and potentially face a second byelection. When the Guardian spoke to residents before this byelection, constituents voiced little enthusiasm for their MP, or for Westminster politics in general. Next time, their tether may just break.",Politics
"Extreme heat is harming the wellbeing of the ordinary people the PM champions, yet he has ignored the subject From the first day Andy Burnham came into office, climate scientists, campaigners and some of the ordinary people surviving through this summer of extreme heat began to wonder when he would start to talk about the climate crisis. Up until this week, many held back from criticism. After all, he had only been in power for a couple weeks; it felt far too early to start to judge and call him out on it.",Politics
"But as we watched the footage of terrified horses galloping over cindering heathland in the New Forest while yet another wildfire took hold, it no longer felt too soon to wonder. Now people are asking aloud: why is Burnham ignoring what is in front of his face – the devastating impact of climate breakdown on the country and its citizens? “As the prime minister tours every region of the UK, it will be hard to miss the impacts of this extraordinary summer: wildfires, drought, parched farmland and people struggling to work in extreme heat,” said Emma Howard Boyd, the former head of the Environment Agency who is now a professor in practice at the Grantham Research Institute on Climate Change and the Environment.",Politics
"She went on to call for Burnham’s government to “act with urgency” to prepare the country for a hotter climate, by cutting emissions while investing in the resilience of the country’s homes, infrastructure, farms and public services. Mike Childs, the head of policy at Friends of the Earth, said it was time for Burnham to “end his silence on the climate emergency” and urgently tackle the causes and consequences of global heating to protect communities from increasingly frequent and extreme weather. And yet Burnham seems to feel no urgency. There has been no speech utilising his trademark down-to-earth and compelling approach when it comes to the climate emergency.",Politics
"There have now been five extreme heatwaves this summer. On Wednesday, Burnham called a Cobra meeting, days after the Green party leader, Zack Polanski, delivered his “reality check” outlining the multiple threats the extreme weather poses to our safety, our food and water supply, and our way of life. But what has emerged from the meeting? A possible ban on disposable barbecues, and even that is not a firm commitment. There has been no comment on the climate emergency that is powering the extreme heat. Burnham is enjoying a popularity bounce, which has put Labour in front of Reform UK for the first time in more than a year.",Politics
"What better time, many argue, to ignore naysayers who suggest that to talk about global heating is to set off a culture war? The planet's most important stories. Get all the week's environment news - the good, the bad and the essential What better time to get on the front foot and address the impacts of human-induced climate change on the livelihoods of ordinary people, the environment and the cost of living, while outlining what he is going to do about it?",Politics
